DisplayName,MAC Addr,RSSI,Last Updated,iBeacon flag,Proximity UUID,major,minor,TxPower
Kontakt,C4:02:3E:D6:FB:17,-76,2014-05-31 09:35:27.181,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,29889,5977,-77
Kontakt,C0:80:69:E4:96:80,-78,2014-05-31 09:35:27.563,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
Kontakt,C0:36:4C:60:FB:7A,-79,2014-05-31 09:35:27.384,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,30854,62232,-77
Force,C2:84:8D:3F:ED:15,-80,2014-05-31 09:35:26.722,false,,0,0,0
Unknown,9C:A1:34:18:14:74,-83,2014-05-31 09:35:26.573,false,,0,0,0
Kontakt,E8:66:CA:46:29:D9,-86,2014-05-31 09:35:27.306,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,49822,25644,-77
Force,C6:BD:6C:38:71:A8,-88,2014-05-31 09:35:27.508,false,,0,0,0
Kontakt,CB:42:69:CE:8C:14,-88,2014-05-31 09:35:27.106,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,56762,64482,-77
One,E6:99:EA:CB:B7:F3,-89,2014-05-31 09:35:24.403,false,,0,0,0
Flex,F5:43:D9:EB:19:0B,-94,2014-05-31 09:35:25.634,false,,0,0,0
