DisplayName,MAC Addr,RSSI,Last Updated,iBeacon flag,Proximity UUID,major,minor,TxPower
Kontakt,C4:02:3E:D6:FB:17,-62,2014-05-31 09:23:05.102,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,29889,5977,-77
Kontakt,C0:36:4C:60:FB:7A,-62,2014-05-31 09:23:05.211,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,30854,62232,-77
Kontakt,C0:80:69:E4:96:80,-66,2014-05-31 09:23:05.404,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
Kontakt,C4:02:3E:D6:FB:17,-69,2014-05-31 09:23:05.461,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,29889,5977,-77
Kontakt,CB:42:69:CE:8C:14,-78,2014-05-31 09:23:05.461,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,56762,64482,-77
Force,C6:BD:6C:38:71:A8,-79,2014-05-31 09:23:03.772,false,,0,0,0
Force,C2:84:8D:3F:ED:15,-80,2014-05-31 09:23:04.495,false,,0,0,0
Unknown,9C:A1:34:18:14:74,-84,2014-05-31 09:23:03.752,false,,0,0,0
Flex,F5:43:D9:EB:19:0B,-85,2014-05-31 09:23:04.562,false,,0,0,0
One,E6:99:EA:CB:B7:F3,-91,2014-05-31 09:23:05.008,false,,0,0,0
