DisplayName,MAC Addr,RSSI,Last Updated,iBeacon flag,Proximity UUID,major,minor,TxPower
Kontakt,C0:80:69:E4:96:80,-68,2014-05-31 09:24:25.881,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
Kontakt,E8:66:CA:46:29:D9,-69,2014-05-31 09:24:25.881,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,49822,25644,-77
Kontakt,CB:42:69:CE:8C:14,-69,2014-05-31 09:24:25.639,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,56762,64482,-77
Kontakt,C0:36:4C:60:FB:7A,-75,2014-05-31 09:24:26.057,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,30854,62232,-77
Kontakt,C0:80:69:E4:96:80,-77,2014-05-31 09:24:26.237,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
Kontakt,E8:66:CA:46:29:D9,-77,2014-05-31 09:24:26.236,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,49822,25644,-77
Kontakt,C4:02:3E:D6:FB:17,-77,2014-05-31 09:24:26.108,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,29889,5977,-77
One,E6:99:EA:CB:B7:F3,-83,2014-05-31 09:24:25.572,false,,0,0,0
Flex,F5:43:D9:EB:19:0B,-91,2014-05-31 09:24:22.474,false,,0,0,0
Unknown,9C:A1:34:18:14:74,-94,2014-05-31 09:24:26.006,false,,0,0,0
