DisplayName,MAC Addr,RSSI,Last Updated,iBeacon flag,Proximity UUID,major,minor,TxPower
Kontakt,C4:02:3E:D6:FB:17,-64,2014-05-31 09:21:18.172,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,29889,5977,-77
Kontakt,C0:36:4C:60:FB:7A,-67,2014-05-31 09:21:18.388,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,30854,62232,-77
Kontakt,CB:42:69:CE:8C:14,-67,2014-05-31 09:21:18.614,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,56762,64482,-77
Kontakt,E8:66:CA:46:29:D9,-69,2014-05-31 09:21:18.569,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,49822,25644,-77
Kontakt,C0:80:69:E4:96:80,-74,2014-05-31 09:21:18.661,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
Unknown,9C:A1:34:18:14:74,-81,2014-05-31 09:21:17.287,false,,0,0,0
Force,C6:BD:6C:38:71:A8,-83,2014-05-31 09:21:17.817,false,,0,0,0
Flex,F5:43:D9:EB:19:0B,-87,2014-05-31 09:21:11.512,false,,0,0,0
Force,C2:84:8D:3F:ED:15,-88,2014-05-31 09:21:17.898,false,,0,0,0
One,E6:99:EA:CB:B7:F3,-93,2014-05-31 09:21:18.387,false,,0,0,0
