DisplayName,MAC Addr,RSSI,Last Updated,iBeacon flag,Proximity UUID,major,minor,TxPower
Kontakt,C4:02:3E:D6:FB:17,-62,2014-05-31 09:22:58.021,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,29889,5977,-77
Kontakt,C0:36:4C:60:FB:7A,-66,2014-05-31 09:22:58.101,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,30854,62232,-77
Kontakt,C0:80:69:E4:96:80,-68,2014-05-31 09:22:57.928,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
Force,C6:BD:6C:38:71:A8,-73,2014-05-31 09:22:55.285,false,,0,0,0
Kontakt,C0:80:69:E4:96:80,-74,2014-05-31 09:22:58.313,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
Kontakt,CB:42:69:CE:8C:14,-74,2014-05-31 09:22:57.979,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,56762,64482,-77
One,E6:99:EA:CB:B7:F3,-77,2014-05-31 09:22:57.205,false,,0,0,0
Force,C2:84:8D:3F:ED:15,-79,2014-05-31 09:22:58.022,false,,0,0,0
Unknown,9C:A1:34:18:14:74,-84,2014-05-31 09:22:56.043,false,,0,0,0
Flex,F5:43:D9:EB:19:0B,-89,2014-05-31 09:22:54.181,false,,0,0,0
