DisplayName,MAC Addr,RSSI,Last Updated,iBeacon flag,Proximity UUID,major,minor,TxPower
Kontakt,C4:02:3E:D6:FB:17,-62,2014-05-31 09:22:31.362,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,29889,5977,-77
Kontakt,C0:80:69:E4:96:80,-62,2014-05-31 09:22:31.693,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
Kontakt,E8:66:CA:46:29:D9,-66,2014-05-31 09:22:31.274,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,49822,25644,-77
Kontakt,C0:36:4C:60:FB:7A,-72,2014-05-31 09:22:31.448,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,30854,62232,-77
Force,C6:BD:6C:38:71:A8,-82,2014-05-31 09:22:29.299,false,,0,0,0
Kontakt,CB:42:69:CE:8C:14,-83,2014-05-31 09:22:31.739,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,56762,64482,-77
Unknown,9C:A1:34:18:14:74,-87,2014-05-31 09:22:29.863,false,,0,0,0
Flex,F5:43:D9:EB:19:0B,-90,2014-05-31 09:22:16.525,false,,0,0,0
Force,C2:84:8D:3F:ED:15,-93,2014-05-31 09:22:30.776,false,,0,0,0
One,E6:99:EA:CB:B7:F3,-93,2014-05-31 09:22:28.604,false,,0,0,0
