DisplayName,MAC Addr,RSSI,Last Updated,iBeacon flag,Proximity UUID,major,minor,TxPower
Kontakt,C0:80:69:E4:96:80,-84,2014-05-31 06:30:17.993,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
Unknown,9C:A1:34:18:14:74,-84,2014-05-31 06:30:17.542,false,,0,0,0
Flex,F9:25:89:C8:F8:46,-85,2014-05-31 06:18:12.795,false,,0,0,0
One,E6:99:EA:CB:B7:F3,-85,2014-05-31 06:30:13.025,false,,0,0,0
Kontakt,E8:66:CA:46:29:D9,-85,2014-05-31 06:30:17.124,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,49822,25644,-77
Kontakt,C4:02:3E:D6:FB:17,-85,2014-05-31 06:30:17.892,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,29889,5977,-77
One,CC:71:B5:72:D0:18,-87,2014-05-31 06:18:13.870,false,,0,0,0
Kontakt,CB:42:69:CE:8C:14,-88,2014-05-31 06:30:17.844,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,56762,64482,-77
Flex,F5:43:D9:EB:19:0B,-88,2014-05-31 06:30:12.780,false,,0,0,0
One,FF:35:F4:0A:BC:B0,-89,2014-05-31 06:18:13.982,false,,0,0,0
Force,F8:B2:CB:EC:EB:B1,-90,2014-05-31 06:18:11.409,false,,0,0,0
Zip,EE:76:86:81:DF:A5,-90,2014-05-31 06:18:12.499,false,,0,0,0
Zip,FC:8D:01:C2:93:27,-91,2014-05-31 06:06:48.291,false,,0,0,0
Force,C6:BD:6C:38:71:A8,-91,2014-05-31 06:30:10.018,false,,0,0,0
Kontakt,C0:36:4C:60:FB:7A,-94,2014-05-31 06:30:17.725,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,30854,62232,-77
iGrill_mini,D4:81:CA:00:75:26,-95,2014-05-31 06:18:12.073,false,,0,0,0
