DisplayName,MAC Addr,RSSI,Last Updated,iBeacon flag,Proximity UUID,major,minor,TxPower
Unknown,9C:A1:34:1E:F9:C1,-78,2014-05-31 06:41:20.121,false,,0,0,0
Flex,F5:43:D9:EB:19:0B,-79,2014-05-31 06:41:20.533,false,,0,0,0
Force,E6:2C:E1:EA:26:B5,-81,2014-05-31 06:41:20.177,false,,0,0,0
Kontakt,C4:02:3E:D6:FB:17,-85,2014-05-31 06:41:21.337,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,29889,5977,-77
One,E6:99:EA:CB:B7:F3,-85,2014-05-31 06:41:21.674,false,,0,0,0
Unknown,9C:A1:34:18:14:74,-85,2014-05-31 06:41:22.442,false,,0,0,0
Kontakt,CB:42:69:CE:8C:14,-87,2014-05-31 06:41:20.018,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,56762,64482,-77
Kontakt,C0:36:4C:60:FB:7A,-92,2014-05-31 06:41:19.470,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,30854,62232,-77
Kontakt,E8:66:CA:46:29:D9,-93,2014-05-31 06:41:20.256,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,49822,25644,-77
Kontakt,C0:80:69:E4:96:80,-94,2014-05-31 06:41:19.367,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
