DisplayName,MAC Addr,RSSI,Last Updated,iBeacon flag,Proximity UUID,major,minor,TxPower
Kontakt,C0:36:4C:60:FB:7A,-68,2014-05-31 09:47:26.335,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,30854,62232,-77
Kontakt,E8:66:CA:46:29:D9,-72,2014-05-31 09:47:26.254,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,49822,25644,-77
Unknown,9C:A1:34:18:14:74,-74,2014-05-31 09:37:42.006,false,,0,0,0
Kontakt,C0:80:69:E4:96:80,-76,2014-05-31 09:47:26.449,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,58440,31656,-77
Kontakt,CB:42:69:CE:8C:14,-82,2014-05-31 09:47:26.448,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,56762,64482,-77
Unknown,04:88:E2:23:11:D0,-82,2014-05-31 09:47:07.388,false,,0,0,0
Force,C2:84:8D:3F:ED:15,-83,2014-05-31 09:37:43.182,false,,0,0,0
One,DE:8F:F3:C2:D2:26,-84,2014-05-31 09:47:05.316,false,,0,0,0
fC4,DC:DA:7E:9A:B8:88,-84,2014-05-31 09:47:03.363,false,,0,0,0
Force,C6:BD:6C:38:71:A8,-86,2014-05-31 09:47:05.971,false,,0,0,0
UP24,DD:0F:33:14:AC:51,-86,2014-05-31 09:47:25.363,false,,0,0,0
Flex,F5:43:D9:EB:19:0B,-87,2014-05-31 09:37:42.005,false,,0,0,0
One,E6:99:EA:CB:B7:F3,-91,2014-05-31 09:46:33.361,false,,0,0,0
Zip,F8:84:89:01:D9:CE,-92,2014-05-31 09:46:59.515,false,,0,0,0
Unknown,52:E5:27:34:19:F1,-92,2014-05-31 09:47:08.116,false,,0,0,0
Unknown,9C:A1:34:1A:A3:5B,-97,2014-05-31 09:47:02.479,false,,0,0,0
Kontakt,C4:02:3E:D6:FB:17,-99,2014-05-31 09:47:25.660,true,F7826DA6-4FA2-4E98-8024-BC5B71E0893E,29889,5977,-77
